-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.5, -5.5
-5.48183, -5.48145
-5.45761, -5.45709
-5.43337, -5.43276
-5.40913, -5.40842
-5.38489, -5.38409
-5.36064, -5.35975
-5.3364, -5.33542
-5.31216, -5.31108
-5.28792, -5.28675
-5.26367, -5.26241
-5.23943, -5.23808
-5.21519, -5.21374
-5.19095, -5.18941
-5.16671, -5.16507
-5.14246, -5.14074
-5.11822, -5.1164
-5.09398, -5.09207
-5.06974, -5.06773
-5.0455, -5.0434
-5.02125, -5.01906
-4.99701, -4.99473
-4.97277, -4.97039
-4.94853, -4.94606
-4.92429, -4.92172
-4.90004, -4.89739
-4.8758, -4.87305
-4.85156, -4.84872
-4.82732, -4.82438
-4.80308, -4.80005
-4.77883, -4.77571
-4.75459, -4.75138
-4.73035, -4.72704
-4.70611, -4.70271
-4.68186, -4.67837
-4.65762, -4.65404
-4.63338, -4.6297
-4.60914, -4.60537
-4.5849, -4.58103
-4.56065, -4.5567
-4.53641, -4.53236
-4.51217, -4.50803
-4.48793, -4.48369
-4.46369, -4.45936
-4.43944, -4.43502
-4.4152, -4.41069
-4.39096, -4.38635
-4.36672, -4.36202
-4.34248, -4.33768
-4.31823, -4.31335
-4.29399, -4.28901
-4.26975, -4.26468
-4.24551, -4.24034
-4.22127, -4.21601
-4.19702, -4.19167
-4.17278, -4.16734
-4.14854, -4.143
-4.1243, -4.11867
-4.10005, -4.09433
-4.07581, -4.07
-4.05157, -4.04566
-4.02733, -4.02133
-4.00309, -3.99699
-3.97884, -3.97266
-3.9546, -3.94832
-3.93036, -3.92399
-3.90612, -3.89965
-3.88188, -3.87532
-3.85763, -3.85098
-3.83339, -3.82665
-3.80915, -3.80231
-3.78491, -3.77798
-3.76067, -3.75364
-3.73642, -3.72931
-3.71218, -3.70497
-3.68794, -3.68064
-3.6637, -3.6563
-3.63945, -3.63197
-3.61521, -3.60763
-3.59097, -3.5833
-3.56673, -3.55896
-3.54249, -3.53463
-3.51824, -3.51029
-3.494, -3.48596
-3.46976, -3.46162
-3.44552, -3.43729
-3.42128, -3.41295
-3.39703, -3.38862
-3.37279, -3.36428
-3.34855, -3.33995
-3.32431, -3.31562
-3.30007, -3.29128
-3.27582, -3.26695
-3.25158, -3.24261
-3.22734, -3.21828
-3.2031, -3.19394
-3.17886, -3.16961
-3.15461, -3.14527
-3.13037, -3.12094
-3.10613, -3.0966
-3.08189, -3.07227
-3.05764, -3.04793
-3.0334, -3.0236
-3.00916, -2.99926
-2.98492, -2.97493
-2.96068, -2.95059
-2.93643, -2.92626
-2.91219, -2.90192
-2.88795, -2.87759
-2.86371, -2.85325
-2.83947, -2.82892
-2.81522, -2.80458
-2.79098, -2.78025
-2.76674, -2.75591
-2.7425, -2.73158
-2.71826, -2.70724
-2.69401, -2.68291
-2.66977, -2.65857
-2.64553, -2.63424
-2.62129, -2.6099
-2.59705, -2.58557
-2.5728, -2.56123
-2.54856, -2.5369
-2.52432, -2.51256
-2.50008, -2.48823
-2.47583, -2.46389
-2.45159, -2.43956
-2.42735, -2.41522
-2.40311, -2.39089
-2.37887, -2.36655
-2.35462, -2.34222
-2.33038, -2.31788
-2.30614, -2.29355
-2.2819, -2.26921
-2.25766, -2.24488
-2.23341, -2.22054
-2.20917, -2.19621
-2.18493, -2.17187
-2.16069, -2.14754
-2.13645, -2.1232
-2.1122, -2.09887
-2.08796, -2.07453
-2.06372, -2.0502
-2.03948, -2.02586
-2.01524, -2.00153
-1.99099, -1.97719
-1.96675, -1.95286
-1.94251, -1.92852
-1.91827, -1.90419
-1.89402, -1.87985
-1.86978, -1.85552
-1.84554, -1.83118
-1.8213, -1.80685
-1.79706, -1.78251
-1.77281, -1.75818
-1.74857, -1.73384
-1.72433, -1.70951
-1.70009, -1.68517
-1.67585, -1.66084
-1.6516, -1.6365
-1.62736, -1.61217
-1.60312, -1.58783
-1.57888, -1.5635
-1.55464, -1.53916
-1.53039, -1.51483
-1.50615, -1.49049
-1.48191, -1.46616
-1.45767, -1.44182
-1.43343, -1.41749
-1.40918, -1.39315
-1.38494, -1.36882
-1.3607, -1.34448
-1.33646, -1.32015
-1.31221, -1.29581
-1.28797, -1.27148
-1.26373, -1.24714
-1.23949, -1.22281
-1.21525, -1.19847
-1.191, -1.17414
-1.16676, -1.1498
-1.14252, -1.12547
-1.11828, -1.10113
-1.09404, -1.0768
-1.06979, -1.05246
-1.04555, -1.02813
-1.02131, -1.00379
-0.997067, -0.979459
-0.972825, -0.955124
-0.948583, -0.930789
-0.924341, -0.906454
-0.900099, -0.882119
-0.875857, -0.857784
-0.851615, -0.833449
-0.827373, -0.809114
-0.803131, -0.784779
-0.797215, -0.778841
-0.797215, -0.778841
-0.797215, -0.778841
-0.797215, -0.778841
-0.797215, -0.778841
-0.797215, -0.778841
-0.797215, -0.778841
-0.771739, -0.773815
-0.738016, -0.767286
-0.704267, -0.760896
-0.670485, -0.754676
-0.636672, -0.748631
-0.602829, -0.742759
-0.568955, -0.737063
-0.535053, -0.73154
-0.501122, -0.726193
-0.467165, -0.72102
-0.433181, -0.716023
-0.399172, -0.7112
-0.365139, -0.706553
-0.331082, -0.702082
-0.297002, -0.697786
-0.262901, -0.693665
-0.228779, -0.68972
-0.194638, -0.685952
-0.160477, -0.682359
-0.126298, -0.678942
-0.092102, -0.675701
-0.0578898, -0.672637
-0.0236623, -0.669748
0.0105797, -0.667037
0.0448352, -0.664501
0.0791033, -0.662143
0.113383, -0.659961
0.147674, -0.657955
0.181974, -0.656126
0.216284, -0.654474
0.250601, -0.652999
0.284926, -0.6517
0.319257, -0.650579
0.353584, -0.649348
0.387904, -0.647943
0.422229, -0.646648
0.45656, -0.645527
0.490887, -0.644295
0.525218, -0.643177
0.559545, -0.641946
0.593876, -0.640828
0.628203, -0.639597
0.662534, -0.638479
0.696861, -0.637248
0.731192, -0.63613
0.765519, -0.634898
0.79985, -0.63378
0.834177, -0.632549
0.868508, -0.631431
0.902836, -0.6302
0.937167, -0.629082
0.971494, -0.627851
1.00582, -0.626733
1.04015, -0.625501
1.07448, -0.624383
1.10881, -0.623152
1.14314, -0.622034
1.17747, -0.620803
1.2118, -0.619685
1.24613, -0.618454
1.28046, -0.617336
1.31478, -0.616104
1.34912, -0.614986
1.38345, -0.614042
1.41779, -0.613274
1.42617, -0.613091
1.45209, -0.614677
1.46046, -0.615189
1.48612, -0.619124
1.49441, -0.620395
1.49441, -0.620395
1.51898, -0.628785
1.52692, -0.631494
1.52692, -0.631494
1.54969, -0.643961
1.55705, -0.647986
1.55705, -0.647986
1.55705, -0.647986
1.55705, -0.647986
1.55705, -0.647986
1.55705, -0.647986
1.55705, -0.647986
1.55705, -0.647986
1.55705, -0.647986
1.55705, -0.647986
1.56249, -0.673375
1.5693, -0.707043
1.5759, -0.740752
1.58233, -0.774494
1.58858, -0.808269
1.59466, -0.842076
1.60057, -0.875913
1.6063, -0.909781
1.61186, -0.943678
